time,x,y,global_path_x,global_path_y,linear_velocity,angular_velocity,yaw,mistmatch,discontinuous,origin_path
2024_05_09_08_36_44_490,597900.7147419562,2321969.199199212,597897.4877290868,2321969.9130338505,0.8069999814033508,-0.01953125,-2.3120565579281442,1.0,0.0,/media/asimovsimpc/bulldog/aa-data/extracted_data/alaska/umtn-tele/ocp/mix/2024_05_09/2024_05_09_08_36_44/final.csv
2024_05_09_08_36_44_529,597900.6636184795,2321969.05500401,597897.4366056101,2321969.7688386487,0.8119999766349792,-0.01953125,-2.3120565579281442,,,
2024_05_09_08_36_44_569,597900.6636184795,2321969.05500401,597897.4366056101,2321969.7688386487,0.8119999766349792,-0.0078125,-2.3134766383773346,,,
2024_05_09_08_36_44_609,597900.6636184795,2321969.05500401,597897.4366056101,2321969.7688386487,0.8119999766349792,-0.0078125,-2.3134766383773346,,,
2024_05_09_08_36_44_650,597900.6636184795,2321969.05500401,597897.4366056101,2321969.7688386487,0.6909999847412109,-0.0078125,-2.3134766383773346,,,
2024_05_09_08_36_44_690,597900.6636184795,2321969.05500401,597897.4366056101,2321969.7688386487,0.6909999847412109,-0.0234375,-2.3139297594664003,,,
2024_05_09_08_36_44_730,597900.6019051675,2321968.9439527392,597897.374892298,2321969.657787378,0.671999990940094,-0.009765625,-2.31474087549394,,,
2024_05_09_08_36_44_769,597900.6019051675,2321968.9439527392,597897.374892298,2321969.657787378,0.7009999752044678,-0.009765625,-2.31474087549394,,,
2024_05_09_08_36_44_809,597900.6019051675,2321968.9439527392,597897.374892298,2321969.657787378,0.7059999704360962,-0.029296875,-2.316322988384965,,,
2024_05_09_08_36_44_849,597900.6019051675,2321968.9439527392,597897.374892298,2321969.657787378,0.7059999704360962,-0.025390625,-2.3175006563300413,,,
2024_05_09_08_36_44_890,597900.6019051675,2321968.9439527392,597897.374892298,2321969.657787378,0.7059999704360962,-0.025390625,-2.3175006563300413,,,
2024_05_09_08_36_44_930,597900.5195338072,2321968.81064223,597897.2925209377,2321969.5244768686,0.7350000143051147,-0.009765625,-2.320304207300816,,,
2024_05_09_08_36_44_970,597900.5195338072,2321968.81064223,597897.2925209377,2321969.5244768686,0.7350000143051147,-0.009765625,-2.320304207300816,,,
2024_05_09_08_36_45_009,597900.5195338072,2321968.81064223,597897.2925209377,2321969.5244768686,0.7730000019073486,-0.009765625,-2.3201249137782276,,,
2024_05_09_08_36_45_049,597900.5195338072,2321968.81064223,597897.2925209377,2321969.5244768686,0.7829999923706055,-0.0859375,-2.3243286824570846,,,
2024_05_09_08_36_45_089,597900.5195338072,2321968.81064223,597897.6956250062,2321970.6140669324,0.8169999718666077,-0.0859375,-2.3243286824570846,,,
2024_05_09_08_36_45_130,597900.4372928572,2321968.655194945,597897.6133840563,2321970.4586196477,0.8169999718666077,-0.203125,-2.3321666494246998,,,
2024_05_09_08_36_45_170,597900.4372928572,2321968.655194945,597897.6133840563,2321970.4586196477,0.7829999923706055,-0.203125,-2.3321666494246998,,,
2024_05_09_08_36_45_210,597900.4372928572,2321968.655194945,597897.6133840563,2321970.4586196477,0.7829999923706055,-0.24609375,-2.3413927643923214,,,
2024_05_09_08_36_45_250,597900.4372928572,2321968.655194945,597897.6133840563,2321970.4586196477,0.8510000109672546,-0.24609375,-2.3413927643923214,,,
2024_05_09_08_36_45_289,597900.4372928572,2321968.655194945,597897.6133840563,2321970.4586196477,0.8510000109672546,-0.30859375,-2.3638514065926466,,,
2024_05_09_08_36_45_329,597900.3447228816,2321968.488618042,597897.5208140806,2321970.2920427443,0.8939999938011169,-0.30859375,-2.3638514065926466,,,
2024_05_09_08_36_45_369,597900.3447228816,2321968.488618042,597897.5208140806,2321970.2920427443,0.8939999938011169,-0.353515625,-2.3829803094063657,,,
2024_05_09_08_36_45_410,597900.3447228816,2321968.488618042,597897.5208140806,2321970.2920427443,0.8650000095367432,-0.119140625,-2.403179250859127,,,
2024_05_09_08_36_45_450,597900.3447228816,2321968.488618042,597897.5208140806,2321970.2920427443,0.8650000095367432,-0.119140625,-2.403179250859127,,,
2024_05_09_08_36_45_490,597900.3447228816,2321968.488618042,597897.5208140806,2321970.2920427443,0.9520000219345092,-0.095703125,-2.409863508865452,,,
2024_05_09_08_36_45_529,597900.2416934762,2321968.333048294,597897.4177846753,2321970.1364729963,0.962000012397766,-0.083984375,-2.413249785864159,,,
2024_05_09_08_36_45_569,597900.2416934762,2321968.333048294,597897.4177846753,2321970.1364729963,0.962000012397766,-0.083984375,-2.413249785864159,,,
2024_05_09_08_36_45_609,597900.2416934762,2321968.333048294,597897.4177846753,2321970.1364729963,0.9670000076293944,-0.072265625,-2.4174237056867995,,,
2024_05_09_08_36_45_650,597900.2416934762,2321968.333048294,597897.4177846753,2321970.1364729963,0.972000002861023,-0.08203125,-2.423579253837833,,,
2024_05_09_08_36_45_690,597900.2416934762,2321968.333048294,597897.4177846753,2321970.1364729963,0.99099999666214,-0.08203125,-2.423579253837833,,,
2024_05_09_08_36_45_730,597900.117875622,2321968.1773560853,597897.293966821,2321969.9807807878,0.99099999666214,-0.07421875,-2.426255528306995,,,
2024_05_09_08_36_45_769,597900.117875622,2321968.1773560853,597897.293966821,2321969.9807807878,1.0679999589920044,-0.07421875,-2.426255528306995,,,
2024_05_09_08_36_45_809,597900.117875622,2321968.1773560853,597897.293966821,2321969.9807807878,1.0679999589920044,-0.22265625,-2.4370236556204428,,,
2024_05_09_08_36_45_849,597900.117875622,2321968.1773560853,597897.293966821,2321969.9807807878,1.0679999589920044,-0.22265625,-2.4370236556204428,,,
2024_05_09_08_36_45_890,597900.117875622,2321968.1773560853,597897.293966821,2321969.9807807878,1.0640000104904177,-0.22265625,-2.4370236556204428,,,
2024_05_09_08_36_45_930,597899.9943185719,2321967.977390326,597897.1704097709,2321969.7808150286,1.0640000104904177,-0.0703125,-2.4602992843928098,,,
2024_05_09_08_36_45_970,597899.9943185719,2321967.977390326,597897.1704097709,2321969.7808150286,1.0640000104904177,-0.0703125,-2.4602992843928098,,,
2024_05_09_08_36_46_009,597899.9943185719,2321967.977390326,597897.1704097709,2321969.7808150286,1.1169999837875366,-0.083984375,-2.4659430133375957,,,
2024_05_09_08_36_46_049,597899.9943185719,2321967.977390326,597897.1704097709,2321969.7808150286,1.1169999837875366,-0.083984375,-2.4659430133375957,,,
2024_05_09_08_36_46_089,597899.9943185719,2321967.977390326,597897.1704097709,2321969.7808150286,1.159999966621399,-0.21875,-2.479688362844223,,,
2024_05_09_08_36_46_130,597899.8498426656,2321967.79943888,597897.0259338646,2321969.6028635823,1.159999966621399,-0.21875,-2.479688362844223,,,
2024_05_09_08_36_46_170,597899.8498426656,2321967.79943888,597897.0259338646,2321969.6028635823,1.1699999570846558,-0.15625,-2.4951995044371653,,,
