time,x,y,global_path_x,global_path_y,linear_velocity,angular_velocity,yaw,mistmatch,discontinuous,origin_path
2024_05_09_11_43_47_910,599757.7641313795,2321681.8271732894,599755.356040803,2321684.8182320003,0.0379999987781047,0.001953125,2.3829385810209494,1.0,0.0,/media/asimovsimpc/bulldog/aa-data/extracted_data/alaska/umtn-tele/ocp/mix/2024_05_09/2024_05_09_11_43_47/final.csv
2024_05_09_11_43_47_950,599757.7641313795,2321681.8271732894,599755.356040803,2321684.8182320003,0.0379999987781047,0.005859375,2.3827149342532317,,,
2024_05_09_11_43_47_990,599757.7641313795,2321681.8271732894,599755.356040803,2321684.8182320003,0.0379999987781047,0.005859375,2.3827149342532317,,,
2024_05_09_11_43_48_029,599757.7641313795,2321681.8271732894,599755.356040803,2321684.8182320003,0.090999998152256,0.005859375,2.381940965266442,,,
2024_05_09_11_43_48_069,599757.7641313795,2321681.8271732894,599755.356040803,2321684.8182320003,0.090999998152256,0.005859375,2.381940965266442,,,
2024_05_09_11_43_48_109,599757.7432096149,2321681.8491853713,599755.3351190384,2321684.8402440823,0.090999998152256,0.005859375,2.381940965266442,,,
2024_05_09_11_43_48_150,599757.7432096149,2321681.8491853713,599755.3351190384,2321684.8402440823,0.135000005364418,-0.001953125,2.3815021802705245,,,
2024_05_09_11_43_48_190,599757.7432096149,2321681.8491853713,599755.3351190384,2321684.8402440823,0.135000005364418,-0.009765625,2.3815449837883147,,,
2024_05_09_11_43_48_230,599757.7432096149,2321681.8491853713,599755.3351190384,2321684.8402440823,0.135000005364418,-0.009765625,2.3815449837883147,,,
2024_05_09_11_43_48_269,599757.7432096149,2321681.8491853713,599755.3351190384,2321684.8402440823,0.164000004529953,-0.005859375,2.380365828327268,,,
2024_05_09_11_43_48_309,599757.7118933966,2321681.871135068,599755.30380282,2321684.862193779,0.164000004529953,-0.005859375,2.380365828327268,,,
2024_05_09_11_43_48_349,599757.7118933966,2321681.871135068,599755.30380282,2321684.862193779,0.2070000022649765,-0.001953125,2.380116436768892,,,
2024_05_09_11_43_48_390,599757.7118933966,2321681.871135068,599755.30380282,2321684.862193779,0.2319999933242797,-0.01953125,2.3796175885566284,,,
2024_05_09_11_43_48_430,599757.7118933966,2321681.871135068,599755.30380282,2321684.862193779,0.2319999933242797,-0.01953125,2.3796175885566284,,,
2024_05_09_11_43_48_470,599757.7118933966,2321681.871135068,599755.30380282,2321684.862193779,0.2460000067949295,-0.00390625,2.37888039978733,,,
2024_05_09_11_43_48_509,599757.6595889854,2321681.926165274,599755.2514984088,2321684.917223985,0.2460000067949295,-0.00390625,2.37888039978733,,,
2024_05_09_11_43_48_549,599757.6595889854,2321681.926165274,599755.2514984088,2321684.917223985,0.2560000121593475,-0.017578125,2.3781790583020053,,,
2024_05_09_11_43_48_589,599757.6595889854,2321681.926165274,599755.2514984088,2321684.917223985,0.3039999902248382,-0.005859375,2.3777020405222764,,,
2024_05_09_11_43_48_630,599757.6595889854,2321681.926165274,599755.2514984088,2321684.917223985,0.3190000057220459,-0.005859375,2.3777020405222764,,,
2024_05_09_11_43_48_670,599757.6595889854,2321681.926165274,599755.2514984088,2321684.917223985,0.3190000057220459,-0.021484375,2.3777348235381073,,,
