time,x,y,global_path_x,global_path_y,linear_velocity,angular_velocity,yaw,mistmatch,discontinuous,origin_path
2024_05_12_17_11_48_690,598977.1346909422,2321440.885657861,598975.5930213379,2321441.018977496,2.8580000400543213,-0.009765625,-1.902087653533501,1.0,0.0,/media/asimovsimpc/bulldog/aa-data/extracted_data/alaska/umtn-tele/ocp/mix/2024_05_12/2024_05_12_17_11_48/final.csv
2024_05_12_17_11_48_730,598976.8149632394,2321440.4631397724,598975.273293635,2321440.5964594074,2.8529999256134038,-0.025390625,-1.9025901910682659,,,
2024_05_12_17_11_48_769,598976.8149632394,2321440.4631397724,598975.273293635,2321440.5964594074,2.872999906539917,-0.025390625,-1.902907798679117,,,
2024_05_12_17_11_48_809,598976.8149632394,2321440.4631397724,598975.273293635,2321440.5964594074,2.881999969482422,-0.013671875,-1.9038919131139458,,,
2024_05_12_17_11_48_849,598976.8149632394,2321440.4631397724,598975.273293635,2321440.5964594074,2.881999969482422,-0.013671875,-1.9038919131139458,,,
2024_05_12_17_11_48_890,598976.8149632394,2321440.4631397724,598975.273293635,2321440.5964594074,2.877000093460083,-0.01171875,-1.906011253865251,,,
2024_05_12_17_11_48_930,598976.4847750369,2321440.0516282064,598974.9431054326,2321440.1849478413,2.86299991607666,-0.029296875,-1.9067106582726754,,,
2024_05_12_17_11_48_970,598976.4847750369,2321440.0516282064,598974.9431054326,2321440.1849478413,2.86299991607666,-0.025390625,-1.9075195242903216,,,
2024_05_12_17_11_49_009,598976.4847750369,2321440.0516282064,598974.9431054326,2321440.1849478413,2.86299991607666,-0.015625,-1.9081962827291683,,,
2024_05_12_17_11_49_049,598976.4847750369,2321440.0516282064,598974.9431054326,2321440.1849478413,2.86299991607666,0.0078125,-1.9085445431404846,,,
2024_05_12_17_11_49_089,598976.4847750369,2321440.0516282064,598974.9431054326,2321440.1849478413,2.86299991607666,0.00390625,-1.9081411975948064,,,
2024_05_12_17_11_49_130,598976.1339294539,2321439.6178560527,598974.5922598495,2321439.7511756876,2.872999906539917,0.01171875,-1.9079355079893987,,,
2024_05_12_17_11_49_170,598976.1339294539,2321439.6178560527,598974.5922598495,2321439.7511756876,2.868000030517578,0.021484375,-1.9072434815618768,,,
2024_05_12_17_11_49_210,598976.1339294539,2321439.6178560527,598974.5922598495,2321439.7511756876,2.868000030517578,0.02734375,-1.9060963169009062,,,
2024_05_12_17_11_49_250,598976.1339294539,2321439.6178560527,598974.5922598495,2321439.7511756876,2.8580000400543213,0.0234375,-1.90525091301897,,,
2024_05_12_17_11_49_289,598976.1339294539,2321439.6178560527,598974.5922598495,2321439.7511756876,2.8580000400543213,0.01171875,-1.9044605589587347,,,
2024_05_12_17_11_49_329,598975.8036753143,2321439.2174129076,598974.2620057099,2321439.3507325426,2.8580000400543213,0.0625,-1.9034481414777105,,,
2024_05_12_17_11_49_369,598975.8036753143,2321439.2174129076,598974.2620057099,2321439.3507325426,2.8529999256134038,-0.001953125,-1.9023660840354883,,,
2024_05_12_17_11_49_410,598975.8036753143,2321439.2174129076,598974.2620057099,2321439.3507325426,2.8529999256134038,-0.001953125,-1.9023660840354883,,,
2024_05_12_17_11_49_450,598975.8036753143,2321439.2174129076,598974.2620057099,2321439.3507325426,2.844000101089477,-0.01171875,-1.9024009427230848,,,
2024_05_12_17_11_49_490,598975.8036753143,2321439.2174129076,598974.2620057099,2321439.3507325426,2.8529999256134038,-0.025390625,-1.903176765929342,,,
2024_05_12_17_11_49_529,598975.4630924782,2321438.8058394734,598973.9214228739,2321438.9391591083,2.8580000400543213,0.01953125,-1.9029825420809663,,,
2024_05_12_17_11_49_569,598975.4630924782,2321438.8058394734,598973.9214228739,2321438.9391591083,2.8480000495910645,0.01953125,-1.9029825420809663,,,
2024_05_12_17_11_49_609,598975.4630924782,2321438.8058394734,598973.9214228739,2321438.9391591083,2.8480000495910645,0.0234375,-1.9018035855381272,,,
2024_05_12_17_11_49_650,598975.4630924782,2321438.8058394734,598973.9214228739,2321438.9391591083,2.83899998664856,0.05078125,-1.8992065238974496,,,
2024_05_12_17_11_49_690,598975.4630924782,2321438.8058394734,598973.9214228739,2321438.9391591083,2.8480000495910645,0.0390625,-1.8973620513858152,,,
2024_05_12_17_11_49_730,598975.1328383033,2321438.405396344,598973.591168699,2321438.538715979,2.8480000495910645,0.068359375,-1.8945702585730502,,,
