time,x,y,global_path_x,global_path_y,linear_velocity,angular_velocity,yaw,mistmatch,discontinuous,origin_path
2024_05_09_11_26_18_519,599754.5914637919,2321683.933346225,599751.2347633444,2321683.1379649597,0.032999999821186,0.00390625,-1.9733319559813798,1.0,0.0,/media/asimovsimpc/bulldog/aa-data/extracted_data/alaska/umtn-tele/ocp/mix/2024_05_09/2024_05_09_11_26_17/final.csv
2024_05_09_11_26_18_559,599754.5914637919,2321683.933346225,599751.3683633248,2321683.3933497816,0.0480000004172325,-0.001953125,-1.973346853204336,,,
2024_05_09_11_26_18_599,599754.5914637919,2321683.933346225,599751.3683633248,2321683.3933497816,0.0480000004172325,-0.00390625,-1.9734113584456734,,,
2024_05_09_11_26_18_640,599754.5914637919,2321683.933346225,599751.3683633248,2321683.3933497816,0.0820000022649765,0.0,-1.9735909671829963,,,
2024_05_09_11_26_18_680,599754.5914637919,2321683.933346225,599751.3683633248,2321683.3933497816,0.0820000022649765,0.001953125,-1.9734814433303698,,,
2024_05_09_11_26_18_720,599754.6017918123,2321683.9444770357,599751.3786913452,2321683.4044805923,0.0869999974966049,0.00390625,-1.9733452200274089,,,
2024_05_09_11_26_18_759,599754.6017918123,2321683.9444770357,599751.3786913452,2321683.4044805923,0.1059999987483024,-0.00390625,-1.9733717727360256,,,
2024_05_09_11_26_18_799,599754.6017918123,2321683.9444770357,599751.3786913452,2321683.4044805923,0.125,0.001953125,-1.973469370792049,,,
2024_05_09_11_26_18_839,599754.6017918123,2321683.9444770357,599751.3786913452,2321683.4044805923,0.125,0.001953125,-1.973469370792049,,,
2024_05_09_11_26_18_880,599754.6017918123,2321683.9444770357,599751.3786913452,2321683.4044805923,0.135000005364418,-0.001953125,-1.973501514510287,,,
2024_05_09_11_26_18_920,599754.58126863,2321683.900078559,599751.3581681629,2321683.3600821155,0.1539999991655349,-0.001953125,-1.9735447744133365,,,
2024_05_09_11_26_18_960,599754.58126863,2321683.900078559,599751.3581681629,2321683.3600821155,0.1739999949932098,0.001953125,-1.973596905629762,,,
2024_05_09_11_26_19_000,599754.58126863,2321683.900078559,599751.3581681629,2321683.3600821155,0.1780000030994415,-0.005859375,-1.9734611513456068,,,
2024_05_09_11_26_19_039,599754.58126863,2321683.900078559,599751.3581681629,2321683.3600821155,0.1829999983310699,-0.001953125,-1.9737055309630676,,,
2024_05_09_11_26_19_079,599754.58126863,2321683.900078559,599751.3581681629,2321683.3600821155,0.2119999974966049,0.0,-1.9735883300978232,,,
2024_05_09_11_26_19_119,599754.571073468,2321683.8668108927,599751.3479730008,2321683.3268144494,0.2119999974966049,-0.001953125,-1.9737945105363446,,,
2024_05_09_11_26_19_160,599754.571073468,2321683.8668108927,599751.3479730008,2321683.3268144494,0.2319999933242797,0.00390625,-1.973651072148484,,,
2024_05_09_11_26_19_200,599754.571073468,2321683.8668108927,599751.3479730008,2321683.3268144494,0.2460000067949295,-0.001953125,-1.9737090094153618,,,
2024_05_09_11_26_19_240,599754.571073468,2321683.8668108927,599751.3479730008,2321683.3268144494,0.2610000073909759,0.0,-1.9737275476982528,,,
2024_05_09_11_26_19_279,599754.571073468,2321683.8668108927,599751.3479730008,2321683.3268144494,0.2610000073909759,0.0,-1.9737397575874571,,,
2024_05_09_11_26_19_319,599754.5403551233,2321683.789144749,599751.3172546562,2321683.2491483055,0.2750000059604645,-0.001953125,-1.9737742235808395,,,
2024_05_09_11_26_19_359,599754.5403551233,2321683.789144749,599751.3172546562,2321683.2491483055,0.3039999902248382,-0.00390625,-1.9739665249652543,,,
2024_05_09_11_26_19_400,599754.5403551233,2321683.789144749,599751.3172546562,2321683.2491483055,0.3039999902248382,0.00390625,-1.9738222855719325,,,
2024_05_09_11_26_19_440,599754.5403551233,2321683.789144749,599751.3172546562,2321683.2491483055,0.3240000009536743,0.001953125,-1.9738260502544418,,,
2024_05_09_11_26_19_480,599754.5403551233,2321683.789144749,599751.3172546562,2321683.2491483055,0.3190000057220459,-0.00390625,-1.9739284851979726,,,
2024_05_09_11_26_19_519,599754.5093710617,2321683.755752315,599751.2862705946,2321683.2157558715,0.3429999947547912,0.001953125,-1.9739233868937216,,,
2024_05_09_11_26_19_559,599754.5093710617,2321683.755752315,599751.2862705946,2321683.2157558715,0.3479999899864197,0.001953125,-1.9739233868937216,,,
2024_05_09_11_26_19_599,599754.5093710617,2321683.755752315,599751.2862705946,2321683.2157558715,0.367000013589859,0.001953125,-1.9743419773275268,,,
2024_05_09_11_26_19_640,599754.5093710617,2321683.755752315,599751.2862705946,2321683.2157558715,0.3860000073909759,0.005859375,-1.9742070457077152,,,
2024_05_09_11_26_19_680,599754.5093710617,2321683.755752315,599751.2862705946,2321683.2157558715,0.3910000026226043,0.001953125,-1.9744016187399809,,,
2024_05_09_11_26_19_720,599754.4579302408,2321683.6668929756,599751.2348297737,2321683.1268965323,0.3959999978542328,0.0,-1.9742511400837728,,,
2024_05_09_11_26_19_759,599754.4579302408,2321683.6668929756,599751.2348297737,2321683.1268965323,0.4199999868869781,0.00390625,-1.9747464623252093,,,
2024_05_09_11_26_19_799,599754.4579302408,2321683.6668929756,599751.2348297737,2321683.1268965323,0.4399999976158142,-0.0078125,-1.9745559052252164,,,
2024_05_09_11_26_19_839,599754.4579302408,2321683.6668929756,599751.2348297737,2321683.1268965323,0.4440000057220459,-0.00390625,-1.9747834315758395,,,
2024_05_09_11_26_19_880,599754.4579302408,2321683.6668929756,599751.2348297737,2321683.1268965323,0.4589999914169311,-0.00390625,-1.974990807390328,,,
2024_05_09_11_26_19_920,599754.4063565664,2321683.6001704917,599751.1832560992,2321683.0601740484,0.4690000116825104,-0.001953125,-1.9750169352077453,,,
2024_05_09_11_26_19_960,599754.4063565664,2321683.6001704917,599751.1832560992,2321683.0601740484,0.4690000116825104,0.0,-1.9751186634731144,,,
2024_05_09_11_26_20_000,599754.4063565664,2321683.6001704917,599751.1832560992,2321683.0601740484,0.4979999959468841,0.0,-1.9751186634731144,,,
2024_05_09_11_26_20_039,599754.4063565664,2321683.6001704917,599751.1832560992,2321683.0601740484,0.5120000243186951,0.01953125,-1.974918046086958,,,
2024_05_09_11_26_20_079,599754.4063565664,2321683.6001704917,599751.1832560992,2321683.0601740484,0.5170000195503235,0.00390625,-1.9743142312694284,,,
2024_05_09_11_26_20_119,599754.3444548707,2321683.5223171962,599751.1213544036,2321682.982320753,0.5360000133514404,0.017578125,-1.9741446042733661,,,
2024_05_09_11_26_20_160,599754.3444548707,2321683.5223171962,599751.1213544036,2321682.982320753,0.5509999990463257,0.029296875,-1.9724116282444846,,,
2024_05_09_11_26_20_200,599754.3444548707,2321683.5223171962,599751.1213544036,2321682.982320753,0.5699999928474426,0.03125,-1.9710261491251106,,,
2024_05_09_11_26_20_240,599754.3444548707,2321683.5223171962,599751.1213544036,2321682.982320753,0.5899999737739563,0.03125,-1.9710261491251106,,,
2024_05_09_11_26_20_279,599754.3444548707,2321683.5223171962,599751.1213544036,2321682.982320753,0.6039999723434448,0.015625,-1.9701735268775802,,,
2024_05_09_11_26_20_319,599754.3242638324,2321683.4225765825,599751.1011633653,2321682.882580139,0.6039999723434448,0.013671875,-1.9693133526994269,,,
2024_05_09_11_26_20_359,599754.3242638324,2321683.4225765825,599751.1011633653,2321682.882580139,0.6430000066757202,0.015625,-1.9684223245425039,,,
2024_05_09_11_26_20_400,599754.3242638324,2321683.4225765825,599751.1011633653,2321682.882580139,0.6430000066757202,0.015625,-1.9680487750738558,,,
2024_05_09_11_26_20_440,599754.3242638324,2321683.4225765825,599751.1011633653,2321682.882580139,0.6480000019073486,0.017578125,-1.967003282050781,,,
2024_05_09_11_26_20_480,599754.3242638324,2321683.4225765825,599751.1011633653,2321682.882580139,0.6520000100135803,0.017578125,-1.967003282050781,,,
2024_05_09_11_26_20_519,599754.2417725199,2321683.3113932377,599751.0186720528,2321682.7713967944,0.6669999957084656,0.01953125,-1.96603941788231,,,
2024_05_09_11_26_20_559,599754.2417725199,2321683.3113932377,599751.0186720528,2321682.7713967944,0.6819999814033508,0.015625,-1.9650417877963837,,,
2024_05_09_11_26_20_599,599754.2417725199,2321683.3113932377,599751.0186720528,2321682.7713967944,0.6819999814033508,0.021484375,-1.964744977334765,,,
2024_05_09_11_26_20_640,599754.2417725199,2321683.3113932377,599751.0186720528,2321682.7713967944,0.6909999847412109,0.01171875,-1.9640306856135776,,,
2024_05_09_11_26_20_680,599754.2417725199,2321683.3113932377,599751.0186720528,2321682.7713967944,0.7110000252723694,0.017578125,-1.9636325639160077,,,
